,bill_number,category
528,G0479873,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO', 'FOOD', 'FOOD']"
529,G0479874,"['BEVERAGE', 'TOBACCO']"
530,G0479876,"['BEVERAGE', 'FOOD']"
531,G0479877,"['BEVERAGE', 'TOBACCO']"
532,G0479879,"['BEVERAGE', 'TOBACCO']"
533,G0479882,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD']"
534,G0479751,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
535,G0479752,['BEVERAGE']
536,G0479886,"['BEVERAGE', 'TOBACCO']"
537,G0479887,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
538,G0479755,"['BEVERAGE', 'FOOD']"
539,G0479757,['BEVERAGE']
540,G0479758,['BEVERAGE']
541,G0479891,['BEVERAGE']
542,G0479763,"['FOOD', 'FOOD']"
543,G0479767,['FOOD']
544,G0479771,"['FOOD', 'FOOD']"
545,G0479777,['FOOD']
546,G0479782,['FOOD']
547,G0479783,['FOOD']
548,G0479785,['FOOD']
549,G0479786,"['FOOD', 'BEVERAGE']"
550,G0479794,"['FOOD', 'TOBACCO']"
551,G0479797,['FOOD']
552,G0479802,['FOOD']
553,G0479805,['FOOD']
554,G0479812,['FOOD']
555,G0479813,"['FOOD', 'FOOD']"
556,G0479814,['FOOD']
557,G0479815,"['FOOD', 'FOOD']"
558,G0479819,"['FOOD', 'FOOD']"
559,G0479830,"['FOOD', 'FOOD', 'MISC', 'FOOD']"
560,G0479835,"['FOOD', 'FOOD']"
561,G0479840,"['FOOD', 'FOOD']"
562,G0479846,"['FOOD', 'BEVERAGE']"
563,G0479854,"['FOOD', 'FOOD', 'FOOD']"
564,G0479859,"['FOOD', 'FOOD']"
565,G0479861,['FOOD']
566,G0479864,['FOOD']
567,G0479866,"['FOOD', 'FOOD']"
568,G0479750,['FOOD']
569,G0479883,['FOOD']
570,G0479884,"['FOOD', 'FOOD']"
571,G0479754,['FOOD']
572,G0479888,['FOOD']
573,G0479756,['FOOD']
574,G0479760,"['FOOD', 'FOOD', 'FOOD']"
575,N0028895,"['LIQUOR', 'WINES']"
576,N0028883,['LIQUOR']
577,N0028884,"['LIQUOR', 'WINES']"
578,N0028885,['LIQUOR']
579,N0028886,['LIQUOR']
580,N0028887,['LIQUOR']
581,N0028888,['LIQUOR']
582,N0028889,['LIQUOR']
583,N0028890,['LIQUOR']
584,N0028892,['LIQUOR']
585,N0028893,['LIQUOR']
586,N0028894,['LIQUOR']
587,G0479818,['MERCHANDISE']
588,G0479863,['MERCHANDISE']
589,G0479893,['TOBACCO']
590,G0479894,['TOBACCO']
591,G0479895,"['TOBACCO', 'TOBACCO']"
592,G0479896,['TOBACCO']
593,G0479761,['TOBACCO']
594,G0479765,['TOBACCO']
595,G0479766,"['TOBACCO', 'TOBACCO']"
596,G0479769,['TOBACCO']
597,G0479770,['TOBACCO']
598,G0479774,['TOBACCO']
599,G0479775,['TOBACCO']
600,G0479776,['TOBACCO']
601,G0479779,['TOBACCO']
602,G0479789,['TOBACCO']
603,G0479793,['TOBACCO']
604,G0479796,['TOBACCO']
605,G0479799,['TOBACCO']
606,G0479803,['TOBACCO']
607,G0479806,['TOBACCO']
608,G0479807,['TOBACCO']
609,G0479808,['TOBACCO']
610,G0479810,['TOBACCO']
611,G0479817,['TOBACCO']
612,G0479825,['TOBACCO']
613,G0479826,['TOBACCO']
614,G0479832,['TOBACCO']
615,G0479834,['TOBACCO']
616,G0479838,['TOBACCO']
617,G0479848,['TOBACCO']
618,G0479851,['TOBACCO']
619,G0479852,['TOBACCO']
620,G0479853,['TOBACCO']
621,G0479856,['TOBACCO']
622,G0479860,['TOBACCO']
623,G0479862,['TOBACCO']
624,G0479865,['TOBACCO']
625,G0479868,['TOBACCO']
626,G0479749,['TOBACCO']
627,G0479875,['TOBACCO']
628,G0479878,['TOBACCO']
629,G0479880,['TOBACCO']
630,G0479881,['TOBACCO']
631,G0479885,['TOBACCO']
632,G0479753,['TOBACCO']
633,G0479889,['TOBACCO']
634,G0479890,['TOBACCO']
635,N0028896,['WINES']
636,N0030515,['LIQUOR']
637,N0030517,['LIQUOR']
638,N0030518,['LIQUOR']
639,N0030521,['LIQUOR']
640,N0030524,['LIQUOR']
641,N0030527,['LIQUOR']
642,N0030528,['LIQUOR']
643,N0030529,['LIQUOR']
644,N0030539,['LIQUOR']
645,N0030546,['LIQUOR']
646,N0030548,"['LIQUOR', 'LIQUOR']"
647,N0030550,['LIQUOR']
648,N0030552,['LIQUOR']
649,N0030555,['LIQUOR']
650,N0030558,['LIQUOR']
651,N0030559,['LIQUOR']
652,N0030564,['LIQUOR']
653,N0030566,['LIQUOR']
654,N0030568,['LIQUOR']
655,N0030569,"['LIQUOR', 'WINES']"
656,N0030570,['LIQUOR']
657,N0030573,['LIQUOR']
658,N0030574,['LIQUOR']
659,N0030577,['LIQUOR']
660,N0030578,['LIQUOR']
661,N0030579,['LIQUOR']
662,G0484917,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
663,G0484757,"['BEVERAGE', 'BEVERAGE']"
664,G0484759,"['BEVERAGE', 'FOOD']"
665,G0484761,"['BEVERAGE', 'BEVERAGE']"
666,G0484772,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO', 'BEVERAGE']"
667,G0484773,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
668,G0484775,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
669,G0484776,"['BEVERAGE', 'TOBACCO']"
670,G0484778,"['BEVERAGE', 'FOOD']"
671,G0484782,['BEVERAGE']
672,G0484783,"['BEVERAGE', 'FOOD']"
673,G0484784,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
674,G0484787,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
675,G0484788,"['BEVERAGE', 'TOBACCO']"
676,G0484789,"['BEVERAGE', 'FOOD']"
677,G0484794,['BEVERAGE']
678,G0484797,"['BEVERAGE', 'FOOD', 'FOOD']"
679,G0484798,['BEVERAGE']
680,G0484799,['BEVERAGE']
681,G0484801,"['BEVERAGE', 'TOBACCO']"
682,G0484804,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO', 'FOOD', 'BEVERAGE']"
683,G0484809,"['BEVERAGE', 'BEVERAGE']"
684,G0484810,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
685,G0484812,['BEVERAGE']
686,G0484815,['BEVERAGE']
687,G0484817,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
688,G0484818,"['BEVERAGE', 'FOOD', 'FOOD']"
689,G0484819,"['BEVERAGE', 'FOOD', 'FOOD']"
690,G0484820,"['BEVERAGE', 'FOOD', 'TOBACCO', 'TOBACCO']"
691,G0484822,"['BEVERAGE', 'BEVERAGE']"
692,G0484825,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
693,G0484828,"['BEVERAGE', 'TOBACCO']"
694,G0484830,"['BEVERAGE', 'FOOD', 'TOBACCO']"
695,G0484835,"['BEVERAGE', 'TOBACCO', 'FOOD']"
696,G0484838,"['BEVERAGE', 'TOBACCO']"
697,G0484839,"['BEVERAGE', 'BEVERAGE', 'MISC']"
698,G0484841,"['BEVERAGE', 'MISC']"
699,G0484842,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
700,G0484843,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
701,G0484844,"['BEVERAGE', 'BEVERAGE']"
702,G0484845,"['BEVERAGE', 'BEVERAGE']"
703,G0484846,"['BEVERAGE', 'FOOD', 'FOOD']"
704,G0484847,"['BEVERAGE', 'TOBACCO']"
705,G0484849,['BEVERAGE']
706,G0484850,"['BEVERAGE', 'TOBACCO']"
707,G0484851,"['BEVERAGE', 'FOOD', 'TOBACCO']"
708,G0484855,"['BEVERAGE', 'TOBACCO']"
709,G0484856,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'TOBACCO']"
710,G0484857,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
711,G0484859,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
712,G0484861,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
713,G0484862,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
714,G0484864,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
715,G0484866,['BEVERAGE']
716,G0484869,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
717,G0484871,"['BEVERAGE', 'TOBACCO']"
718,G0484873,"['BEVERAGE', 'TOBACCO']"
719,G0484878,['BEVERAGE']
720,G0484880,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
721,G0484881,"['BEVERAGE', 'FOOD', 'FOOD']"
722,G0484883,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
723,G0484887,['BEVERAGE']
724,G0484889,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
725,G0484891,"['BEVERAGE', 'FOOD', 'TOBACCO']"
726,G0484892,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
727,G0484747,"['BEVERAGE', 'FOOD', 'FOOD']"
728,G0484896,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
729,G0484898,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
730,G0484900,"['BEVERAGE', 'FOOD']"
731,G0484901,"['BEVERAGE', 'TOBACCO']"
732,G0484905,"['BEVERAGE', 'TOBACCO']"
733,G0484906,"['BEVERAGE', 'FOOD', 'TOBACCO']"
734,G0484908,['BEVERAGE']
735,G0484909,['BEVERAGE']
736,G0484916,"['FOOD', 'TOBACCO']"
737,G0484760,"['FOOD', 'TOBACCO', 'TOBACCO']"
738,G0484762,['FOOD']
739,G0484766,"['FOOD', 'FOOD', 'FOOD']"
740,G0484768,['FOOD']
741,G0484769,"['FOOD', 'FOOD', 'FOOD', 'FOOD']"
742,G0484790,"['FOOD', 'FOOD', 'TOBACCO']"
743,G0484800,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
744,G0484802,"['FOOD', 'FOOD']"
745,G0484805,"['FOOD', 'TOBACCO']"
746,G0484814,"['FOOD', 'MISC']"
747,G0484816,"['FOOD', 'TOBACCO']"
748,G0484821,"['FOOD', 'TOBACCO']"
749,G0484824,['FOOD']
750,G0484826,"['FOOD', 'TOBACCO']"
751,G0484827,"['FOOD', 'TOBACCO']"
752,G0484831,['FOOD']
753,G0484832,"['FOOD', 'BEVERAGE', 'FOOD']"
754,G0484833,['FOOD']
755,G0484837,['FOOD']
756,G0484840,"['FOOD', 'FOOD']"
757,G0484852,"['FOOD', 'FOOD']"
758,G0484853,"['FOOD', 'FOOD', 'FOOD']"
759,G0484854,"['FOOD', 'TOBACCO', 'FOOD']"
760,G0484858,['FOOD']
761,G0484863,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
762,G0484865,"['FOOD', 'TOBACCO']"
763,G0484870,['FOOD']
764,G0484872,"['FOOD', 'TOBACCO']"
765,G0484875,['FOOD']
766,G0484876,"['FOOD', 'FOOD']"
767,G0484879,"['FOOD', 'FOOD']"
768,G0484882,['FOOD']
769,G0484746,['FOOD']
770,G0484902,"['FOOD', 'FOOD']"
771,G0484904,"['FOOD', 'BEVERAGE']"
772,G0484907,"['FOOD', 'BEVERAGE']"
773,G0484911,"['FOOD', 'FOOD']"
774,G0484912,"['FOOD', 'FOOD', 'FOOD', 'FOOD']"
775,G0484913,['FOOD']
776,G0484914,['FOOD']
777,N0029338,['LIQUOR']
778,N0029319,['LIQUOR']
779,N0029320,['LIQUOR']
780,N0029321,"['LIQUOR', 'WINES']"
781,N0029322,['LIQUOR']
782,N0029323,['LIQUOR']
783,N0029324,['LIQUOR']
784,N0029325,['LIQUOR']
785,N0029327,['LIQUOR']
786,N0029328,['LIQUOR']
787,N0029329,['LIQUOR']
788,N0029330,['LIQUOR']
789,N0029332,['LIQUOR']
790,N0029333,['LIQUOR']
791,N0029334,['LIQUOR']
792,N0029335,['LIQUOR']
793,G0484915,['TOBACCO']
794,G0484758,"['TOBACCO', 'TOBACCO']"
795,G0484763,['TOBACCO']
796,G0484764,['TOBACCO']
797,G0484765,['TOBACCO']
798,G0484767,['TOBACCO']
799,G0484770,['TOBACCO']
800,G0484771,"['TOBACCO', 'TOBACCO']"
801,G0484777,"['TOBACCO', 'MISC']"
802,G0484779,['TOBACCO']
803,G0484780,['TOBACCO']
804,G0484781,['TOBACCO']
805,G0484785,['TOBACCO']
806,G0484786,['TOBACCO']
807,G0484792,['TOBACCO']
808,G0484793,['TOBACCO']
809,G0484795,['TOBACCO']
810,G0484796,['TOBACCO']
811,G0484803,['TOBACCO']
812,G0484806,['TOBACCO']
813,G0484807,"['TOBACCO', 'TOBACCO', 'FOOD']"
814,G0484808,['TOBACCO']
815,G0484811,['TOBACCO']
816,G0484823,['TOBACCO']
817,G0484829,['TOBACCO']
818,G0484860,['TOBACCO']
819,G0484867,"['TOBACCO', 'FOOD']"
820,G0484868,['TOBACCO']
821,G0484874,['TOBACCO']
822,G0484877,['TOBACCO']
823,G0484884,['TOBACCO']
824,G0484885,['TOBACCO']
825,G0484886,['TOBACCO']
826,G0484888,['TOBACCO']
827,G0484890,['TOBACCO']
828,G0484893,['TOBACCO']
829,G0484894,['TOBACCO']
830,G0484895,['TOBACCO']
831,G0484748,['TOBACCO']
832,G0484897,['TOBACCO']
833,G0484899,['TOBACCO']
834,G0484749,['TOBACCO']
835,G0484750,['TOBACCO']
836,G0484751,['TOBACCO']
837,G0484903,['TOBACCO']
838,G0484752,['TOBACCO']
839,G0484910,['TOBACCO']
840,G0484753,['TOBACCO']
841,G0484754,['TOBACCO']
842,G0484755,['TOBACCO']
843,G0484756,['TOBACCO']
844,N0030581,['LIQUOR']
845,N0030582,['LIQUOR']
846,N0030583,['LIQUOR']
847,N0030584,['LIQUOR']
848,N0030585,['LIQUOR']
849,N0030589,"['LIQUOR', 'WINES', 'LIQUOR']"
850,N0030612,['LIQUOR']
851,N0030603,['LIQUOR']
852,N0030607,['LIQUOR']
853,N0030608,['LIQUOR']
854,N0030610,['LIQUOR']
855,N0030616,['LIQUOR']
856,N0030617,['LIQUOR']
857,N0030621,['LIQUOR']
858,N0030626,['LIQUOR']
859,N0030628,"['LIQUOR', 'WINES', 'WINES']"
860,N0030633,['LIQUOR']
861,N0030634,['LIQUOR']
862,N0030635,['LIQUOR']
863,N0030639,['LIQUOR']
864,N0030641,['LIQUOR']
865,N0030646,"['LIQUOR', 'WINES']"
866,N0030651,['LIQUOR']
867,N0030652,['LIQUOR']
868,N0030653,['LIQUOR']
869,N0030659,['LIQUOR']
870,N0030664,['LIQUOR']
871,N0030665,['LIQUOR']
872,N0030667,"['LIQUOR', 'LIQUOR']"
873,N0030668,['LIQUOR']
874,N0030698,['LIQUOR']
875,N0030700,['LIQUOR']
876,N0030674,['LIQUOR']
877,N0030676,['LIQUOR']
878,N0030678,['LIQUOR']
879,N0030683,['LIQUOR']
880,N0030684,['LIQUOR']
881,N0030685,['LIQUOR']
882,N0030689,['LIQUOR']
883,N0030691,['LIQUOR']
884,N0030692,['LIQUOR']
885,N0030693,['LIQUOR']
886,G0490558,"['BEVERAGE', 'TOBACCO']"
887,G0490559,"['BEVERAGE', 'FOOD', 'FOOD']"
888,G0490371,"['BEVERAGE', 'BEVERAGE']"
889,G0490373,"['BEVERAGE', 'TOBACCO']"
890,G0490562,"['BEVERAGE', 'TOBACCO', 'MISC', 'FOOD']"
891,G0490563,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
892,G0490377,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD']"
893,G0490378,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
894,G0490380,"['BEVERAGE', 'FOOD']"
895,G0490381,"['BEVERAGE', 'FOOD', 'FOOD']"
896,G0490390,"['BEVERAGE', 'FOOD']"
897,G0490391,['BEVERAGE']
898,G0490392,['BEVERAGE']
899,G0490393,"['BEVERAGE', 'FOOD']"
900,G0490397,"['BEVERAGE', 'BEVERAGE']"
901,G0490398,['BEVERAGE']
902,G0490400,"['BEVERAGE', 'FOOD', 'TOBACCO', 'FOOD']"
903,G0490401,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
904,G0490403,"['BEVERAGE', 'TOBACCO']"
905,G0490405,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
906,G0490408,"['BEVERAGE', 'TOBACCO']"
907,G0490409,['BEVERAGE']
908,G0490411,"['BEVERAGE', 'FOOD']"
909,G0490415,"['BEVERAGE', 'BEVERAGE']"
910,G0490416,"['BEVERAGE', 'FOOD']"
911,G0490421,['BEVERAGE']
912,G0490422,"['BEVERAGE', 'BEVERAGE']"
913,G0490423,"['BEVERAGE', 'FOOD']"
914,G0490425,"['BEVERAGE', 'TOBACCO']"
915,G0490426,"['BEVERAGE', 'FOOD']"
916,G0490427,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
917,G0490428,"['BEVERAGE', 'FOOD', 'FOOD']"
918,G0490429,"['BEVERAGE', 'BEVERAGE']"
919,G0490430,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
920,G0490431,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
921,G0490432,"['BEVERAGE', 'FOOD']"
922,G0490434,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
923,G0490435,['BEVERAGE']
924,G0490437,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
925,G0490438,"['BEVERAGE', 'TOBACCO']"
926,G0490439,"['BEVERAGE', 'FOOD']"
927,G0490441,['BEVERAGE']
928,G0490444,"['BEVERAGE', 'TOBACCO', 'TOBACCO']"
929,G0490446,"['BEVERAGE', 'FOOD', 'FOOD']"
930,G0490449,['BEVERAGE']
931,G0490450,"['BEVERAGE', 'BEVERAGE']"
932,G0490452,"['BEVERAGE', 'BEVERAGE', 'TOBACCO', 'BEVERAGE']"
933,G0490453,['BEVERAGE']
934,G0490454,['BEVERAGE']
935,G0490456,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
936,G0490459,"['BEVERAGE', 'FOOD']"
937,G0490460,"['BEVERAGE', 'FOOD', 'FOOD', 'BEVERAGE']"
938,G0490464,['BEVERAGE']
939,G0490467,"['BEVERAGE', 'BEVERAGE']"
940,G0490468,['BEVERAGE']
941,G0490469,['BEVERAGE']
942,G0490470,"['BEVERAGE', 'TOBACCO']"
943,G0490476,"['BEVERAGE', 'BEVERAGE', 'TOBACCO', 'FOOD']"
944,G0490477,"['BEVERAGE', 'FOOD', 'FOOD']"
945,G0490478,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
946,G0490480,"['BEVERAGE', 'BEVERAGE']"
947,G0490482,"['BEVERAGE', 'FOOD']"
948,G0490483,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
949,G0490487,"['BEVERAGE', 'FOOD', 'FOOD']"
950,G0490493,"['BEVERAGE', 'FOOD', 'TOBACCO']"
951,G0490494,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
952,G0490495,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
953,G0490497,"['BEVERAGE', 'TOBACCO']"
954,G0490498,"['BEVERAGE', 'FOOD', 'FOOD']"
955,G0490499,"['BEVERAGE', 'BEVERAGE']"
956,G0490500,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO', 'FOOD']"
957,G0490502,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO', 'TOBACCO', 'FOOD', 'FOOD']"
958,G0490503,"['BEVERAGE', 'TOBACCO']"
959,G0490508,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
960,G0490512,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
961,G0490516,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'BEVERAGE', 'FOOD']"
962,G0490517,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
963,G0490523,"['BEVERAGE', 'FOOD']"
964,G0490524,"['BEVERAGE', 'FOOD', 'FOOD']"
965,G0490526,"['BEVERAGE', 'TOBACCO']"
966,G0490527,"['BEVERAGE', 'TOBACCO']"
967,G0490529,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
968,G0490530,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
969,G0490533,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO', 'TOBACCO', 'FOOD', 'FOOD']"
970,G0490534,"['BEVERAGE', 'FOOD']"
971,G0490369,['BEVERAGE']
972,G0490538,"['BEVERAGE', 'TOBACCO']"
973,G0490542,['BEVERAGE']
974,G0490543,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
975,G0490544,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
976,G0490545,['BEVERAGE']
977,G0490552,"['BEVERAGE', 'FOOD']"
978,G0490554,['BEVERAGE']
979,G0490556,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO', 'TOBACCO', 'FOOD', 'FOOD', 'FOOD']"
980,G0490374,"['FOOD', 'FOOD', 'TOBACCO']"
981,G0490375,['FOOD']
982,G0490379,"['FOOD', 'FOOD', 'FOOD']"
983,G0490386,"['FOOD', 'TOBACCO']"
984,G0490395,"['FOOD', 'FOOD']"
985,G0490399,"['FOOD', 'FOOD', 'FOOD']"
986,G0490402,"['FOOD', 'TOBACCO']"
987,G0490406,['FOOD']
988,G0490407,"['FOOD', 'TOBACCO']"
989,G0490410,"['FOOD', 'TOBACCO']"
990,G0490412,"['FOOD', 'FOOD']"
991,G0490414,"['FOOD', 'TOBACCO']"
992,G0490417,"['FOOD', 'TOBACCO', 'BEVERAGE']"
993,G0490424,"['FOOD', 'FOOD', 'TOBACCO', 'BEVERAGE']"
994,G0490442,"['FOOD', 'FOOD', 'FOOD']"
995,G0490443,"['FOOD', 'TOBACCO', 'MISC', 'BEVERAGE', 'FOOD']"
996,G0490447,['FOOD']
997,G0490448,['FOOD']
998,G0490451,['FOOD']
999,G0490458,['FOOD']
1000,G0490462,"['FOOD', 'FOOD', 'FOOD', 'BEVERAGE']"
1001,G0490465,"['FOOD', 'FOOD', 'TOBACCO', 'TOBACCO']"
1002,G0490471,['FOOD']
1003,G0490472,"['FOOD', 'TOBACCO']"
1004,G0490473,"['FOOD', 'TOBACCO']"
1005,G0490474,"['FOOD', 'TOBACCO']"
1006,G0490475,"['FOOD', 'TOBACCO', 'BEVERAGE']"
1007,G0490479,"['FOOD', 'FOOD']"
1008,G0490481,"['FOOD', 'FOOD', 'TOBACCO']"
1009,G0490484,['FOOD']
1010,G0490486,"['FOOD', 'TOBACCO']"
1011,G0490489,['FOOD']
1012,G0490490,"['FOOD', 'FOOD']"
1013,G0490491,"['FOOD', 'TOBACCO']"
1014,G0490496,['FOOD']
1015,G0490504,"['FOOD', 'TOBACCO']"
1016,G0490507,['FOOD']
1017,G0490510,"['FOOD', 'FOOD']"
1018,G0490511,['FOOD']
1019,G0490518,"['FOOD', 'FOOD', 'FOOD', 'FOOD']"
1020,G0490519,['FOOD']
1021,G0490520,"['FOOD', 'FOOD', 'TOBACCO', 'FOOD']"
1022,G0490528,['FOOD']
1023,G0490532,"['FOOD', 'FOOD']"
1024,G0490535,['FOOD']
1025,G0490537,"['FOOD', 'FOOD', 'TOBACCO']"
1026,G0490547,"['FOOD', 'FOOD', 'TOBACCO', 'MISC', 'FOOD']"
1027,G0490555,"['FOOD', 'FOOD']"
1028,G0490557,['FOOD']
1029,N0029807,['LIQUOR']
1030,N0029808,['LIQUOR']
1031,N0029809,['LIQUOR']
1032,N0029811,['LIQUOR']
1033,N0029812,['LIQUOR']
1034,N0029813,['LIQUOR']
1035,N0029814,['LIQUOR']
1036,N0029815,['LIQUOR']
1037,N0029816,['LIQUOR']
1038,N0029817,"['LIQUOR', 'LIQUOR']"
1039,N0029818,['LIQUOR']
1040,N0029820,['LIQUOR']
1041,N0029821,"['LIQUOR', 'LIQUOR', 'WINES', 'WINES', 'WINES', 'WINES']"
1042,N0029822,['LIQUOR']
1043,N0029823,['LIQUOR']
1044,N0029824,['LIQUOR']
1045,G0490383,['MERCHANDISE']
1046,G0490549,"['MERCHANDISE', 'MERCHANDISE', 'MERCHANDISE']"
1047,G0490551,['MERCHANDISE']
1048,G0490372,['TOBACCO']
1049,G0490560,['TOBACCO']
1050,G0490561,['TOBACCO']
1051,G0490376,['TOBACCO']
1052,G0490382,"['TOBACCO', 'BEVERAGE']"
1053,G0490384,['TOBACCO']
1054,G0490385,['TOBACCO']
1055,G0490387,['TOBACCO']
1056,G0490388,['TOBACCO']
1057,G0490389,['TOBACCO']
1058,G0490394,['TOBACCO']
1059,G0490396,['TOBACCO']
1060,G0490404,"['TOBACCO', 'BEVERAGE']"
1061,G0490413,['TOBACCO']
1062,G0490418,['TOBACCO']
1063,G0490419,['TOBACCO']
1064,G0490420,['TOBACCO']
1065,G0490436,"['TOBACCO', 'FOOD']"
1066,G0490440,"['TOBACCO', 'TOBACCO']"
1067,N0029810,['TOBACCO']
1068,G0490445,['TOBACCO']
1069,G0490455,"['TOBACCO', 'BEVERAGE']"
1070,G0490457,['TOBACCO']
1071,G0490461,['TOBACCO']
1072,G0490463,"['TOBACCO', 'TOBACCO']"
1073,G0490466,['TOBACCO']
1074,G0490485,"['TOBACCO', 'TOBACCO']"
1075,G0490488,['TOBACCO']
1076,G0490492,['TOBACCO']
1077,G0490501,"['TOBACCO', 'FOOD']"
1078,G0490505,"['TOBACCO', 'BEVERAGE']"
1079,G0490506,['TOBACCO']
1080,G0490509,['TOBACCO']
1081,G0490513,['TOBACCO']
1082,G0490514,['TOBACCO']
1083,G0490515,['TOBACCO']
1084,G0490521,['TOBACCO']
1085,G0490522,['TOBACCO']
1086,G0490525,"['TOBACCO', 'FOOD']"
1087,G0490531,['TOBACCO']
1088,G0490536,['TOBACCO']
1089,G0490539,['TOBACCO']
1090,G0490540,['TOBACCO']
1091,G0490541,"['TOBACCO', 'TOBACCO']"
1092,G0490546,['TOBACCO']
1093,G0490548,['TOBACCO']
1094,G0490550,['TOBACCO']
1095,G0490553,['TOBACCO']
1096,G0490370,['TOBACCO']
1097,N0029819,['WINES']
1098,N0030697,['LIQUOR']
1099,N0030701,['LIQUOR']
1100,N0030702,['LIQUOR']
1101,N0030706,"['LIQUOR', 'LIQUOR']"
1102,N0030707,['LIQUOR']
1103,N0030708,['LIQUOR']
1104,N0030710,['LIQUOR']
1105,N0030711,['LIQUOR']
1106,N0030714,['LIQUOR']
1107,N0030716,['LIQUOR']
1108,N0030717,['LIQUOR']
1109,N0030443,['LIQUOR']
1110,N0030516,['LIQUOR']
