,items,support,ordered_statistics,base_item,add_item,confidence,lift
115,"frozenset({'BERRY BLAST', 'MEZE PLATTER', 'RABAT HOOKAH SINGLE'})",0.00015718327569946557,"[OrderedStatistic(items_base=frozenset({'MEZE PLATTER', 'RABAT HOOKAH SINGLE'}), items_add=frozenset({'BERRY BLAST'}), confidence=0.6874999999999999, lift=23.689130969965532)]","frozenset({'MEZE PLATTER', 'RABAT HOOKAH SINGLE'})",frozenset({'BERRY BLAST'}),0.6874999999999999,23.689130969965532
116,"frozenset({'BERRY BLAST', 'MINT FLAVOUR SINGLE', 'POUTINE WITH FRIES'})",0.00024291960789917408,"[OrderedStatistic(items_base=frozenset({'BERRY BLAST', 'MINT FLAVOUR SINGLE'}), items_add=frozenset({'POUTINE WITH FRIES'}), confidence=0.288135593220339, lift=5.906357669814225)]","frozenset({'BERRY BLAST', 'MINT FLAVOUR SINGLE'})",frozenset({'POUTINE WITH FRIES'}),0.288135593220339,5.906357669814225
117,"frozenset({'BERRY BLAST', 'SAMBUCA', 'POUTINE WITH WEDGES'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'SAMBUCA', 'POUTINE WITH WEDGES'}), items_add=frozenset({'BERRY BLAST'}), confidence=0.30434782608695654, lift=10.486888018324665)]","frozenset({'SAMBUCA', 'POUTINE WITH WEDGES'})",frozenset({'BERRY BLAST'}),0.30434782608695654,10.486888018324665
118,"frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'SAMBUCA', 'CALCUTTA MINT'})",0.00017147266439941698,"[OrderedStatistic(items_base=frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'CALCUTTA MINT'}), items_add=frozenset({'SAMBUCA'}), confidence=0.2926829268292683, lift=4.630914896080908), OrderedStatistic(items_base=frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'SAMBUCA'}), items_add=frozenset({'CALCUTTA MINT'}), confidence=0.2926829268292683, lift=6.193691135580845)]","frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'CALCUTTA MINT'})",frozenset({'SAMBUCA'}),0.2926829268292683,4.630914896080908
119,"frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'POUTINE WITH FRIES', 'COTTAGE CHEESE PANINI'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'COTTAGE CHEESE PANINI'}), items_add=frozenset({'POUTINE WITH FRIES'}), confidence=0.4375, lift=8.968109256004686)]","frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'COTTAGE CHEESE PANINI'})",frozenset({'POUTINE WITH FRIES'}),0.4375,8.968109256004686
120,"frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'SAMBUCA', 'CURRANT COOLER'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'CURRANT COOLER'}), items_add=frozenset({'SAMBUCA'}), confidence=0.7000000000000001, lift=11.075604793126839), OrderedStatistic(items_base=frozenset({'SAMBUCA', 'CURRANT COOLER'}), items_add=frozenset({'BLUEBERRY BRAIN FREEZER SHAKE'}), confidence=0.28, lift=36.55776119402986)]","frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'CURRANT COOLER'})",frozenset({'SAMBUCA'}),0.7000000000000001,11.075604793126839
121,"frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'SAMBUCA', 'GREAT LAKES SHAKE'})",0.00015718327569946557,"[OrderedStatistic(items_base=frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'SAMBUCA'}), items_add=frozenset({'GREAT LAKES SHAKE'}), confidence=0.26829268292682923, lift=3.8545798679091283)]","frozenset({'BLUEBERRY BRAIN FREEZER SHAKE', 'SAMBUCA'})",frozenset({'GREAT LAKES SHAKE'}),0.26829268292682923,3.8545798679091283
122,"frozenset({'MASALA CHAI CUTTING', 'BUN MASKA & CHAI', 'CALCUTTA MINT'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'BUN MASKA & CHAI', 'CALCUTTA MINT'}), items_add=frozenset({'MASALA CHAI CUTTING'}), confidence=0.26666666666666666, lift=8.35356609967174)]","frozenset({'BUN MASKA & CHAI', 'CALCUTTA MINT'})",frozenset({'MASALA CHAI CUTTING'}),0.26666666666666666,8.35356609967174
123,"frozenset({'QUA  MINERAL WATER(1000ML)', 'BUN MASKA & CHAI', 'CALCUTTA MINT'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'BUN MASKA & CHAI', 'CALCUTTA MINT'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.26666666666666666, lift=5.6075320512820515)]","frozenset({'BUN MASKA & CHAI', 'CALCUTTA MINT'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.26666666666666666,5.6075320512820515
124,"frozenset({'BUN MASKA & CHAI', 'SAMBUCA', 'GREAT LAKES SHAKE'})",0.00017147266439941698,"[OrderedStatistic(items_base=frozenset({'BUN MASKA & CHAI', 'GREAT LAKES SHAKE'}), items_add=frozenset({'SAMBUCA'}), confidence=0.2727272727272727, lift=4.315170698620846), OrderedStatistic(items_base=frozenset({'BUN MASKA & CHAI', 'SAMBUCA'}), items_add=frozenset({'GREAT LAKES SHAKE'}), confidence=0.25, lift=3.591767604188052)]","frozenset({'BUN MASKA & CHAI', 'GREAT LAKES SHAKE'})",frozenset({'SAMBUCA'}),0.2727272727272727,4.315170698620846
125,"frozenset({'MASALA CHAI CUTTING', 'BUN MASKA & CHAI', 'POUTINE WITH FRIES'})",0.00014289388699951415,"[OrderedStatistic(items_base=frozenset({'BUN MASKA & CHAI', 'POUTINE WITH FRIES'}), items_add=frozenset({'MASALA CHAI CUTTING'}), confidence=0.27027027027027023, lift=8.466452128045681)]","frozenset({'BUN MASKA & CHAI', 'POUTINE WITH FRIES'})",frozenset({'MASALA CHAI CUTTING'}),0.27027027027027023,8.466452128045681
126,"frozenset({'QUA  MINERAL WATER(1000ML)', 'BUN MASKA & CHAI', 'SAMBUCA'})",0.0001857620530993684,"[OrderedStatistic(items_base=frozenset({'QUA  MINERAL WATER(1000ML)', 'BUN MASKA & CHAI'}), items_add=frozenset({'SAMBUCA'}), confidence=0.2708333333333333, lift=4.2852042354359785), OrderedStatistic(items_base=frozenset({'BUN MASKA & CHAI', 'SAMBUCA'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.2708333333333333, lift=5.695149739583333)]","frozenset({'QUA  MINERAL WATER(1000ML)', 'BUN MASKA & CHAI'})",frozenset({'SAMBUCA'}),0.2708333333333333,4.2852042354359785
127,"frozenset({'CAPPUCCINO', 'ESPRESSO', 'CAFFE LATTE'})",0.00021434083049927125,"[OrderedStatistic(items_base=frozenset({'ESPRESSO', 'CAFFE LATTE'}), items_add=frozenset({'CAPPUCCINO'}), confidence=0.3947368421052632, lift=5.052025179994611)]","frozenset({'ESPRESSO', 'CAFFE LATTE'})",frozenset({'CAPPUCCINO'}),0.3947368421052632,5.052025179994611
128,"frozenset({'SILVER APPLE SINGLE', 'CAPPUCCINO', 'CAFFE LATTE'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'SILVER APPLE SINGLE', 'CAFFE LATTE'}), items_add=frozenset({'CAPPUCCINO'}), confidence=0.33333333333333326, lift=4.2661545964398915)]","frozenset({'SILVER APPLE SINGLE', 'CAFFE LATTE'})",frozenset({'CAPPUCCINO'}),0.33333333333333326,4.2661545964398915
129,"frozenset({'QUA  MINERAL WATER(1000ML)', 'CHUNKY CHOCO CHIP COOKIES', 'CAFFE LATTE'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'CHUNKY CHOCO CHIP COOKIES', 'CAFFE LATTE'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.25, lift=5.257061298076923)]","frozenset({'CHUNKY CHOCO CHIP COOKIES', 'CAFFE LATTE'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.25,5.257061298076923
130,"frozenset({'LINDT CHOCOLATE SHAKE', 'CAFFE LATTE', 'GREAT LAKES SHAKE'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'LINDT CHOCOLATE SHAKE', 'CAFFE LATTE'}), items_add=frozenset({'GREAT LAKES SHAKE'}), confidence=0.35000000000000003, lift=5.028474645863273)]","frozenset({'LINDT CHOCOLATE SHAKE', 'CAFFE LATTE'})",frozenset({'GREAT LAKES SHAKE'}),0.35000000000000003,5.028474645863273
131,"frozenset({'QUA  MINERAL WATER(1000ML)', 'CAFFE LATTE', 'HASH BROWN OMELETTE'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'CAFFE LATTE', 'HASH BROWN OMELETTE'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.42857142857142855, lift=9.012105082417582)]","frozenset({'CAFFE LATTE', 'HASH BROWN OMELETTE'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.42857142857142855,9.012105082417582
132,"frozenset({'QUA  MINERAL WATER(1000ML)', 'SCRAMBLED EGGS', 'CAFFE LATTE'})",0.00014289388699951415,"[OrderedStatistic(items_base=frozenset({'SCRAMBLED EGGS', 'CAFFE LATTE'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.3333333333333333, lift=7.009415064102564)]","frozenset({'SCRAMBLED EGGS', 'CAFFE LATTE'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.3333333333333333,7.009415064102564
133,"frozenset({'SPANISH OMELETTE BREAKFAST', 'QUA  MINERAL WATER(1000ML)', 'CAFFE LATTE'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'SPANISH OMELETTE BREAKFAST', 'CAFFE LATTE'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.4444444444444445, lift=9.345886752136753)]","frozenset({'SPANISH OMELETTE BREAKFAST', 'CAFFE LATTE'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.4444444444444445,9.345886752136753
134,"frozenset({'CAPPUCCINO', 'RED BULL 2+1', 'CALCUTTA MINT'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'CAPPUCCINO', 'RED BULL 2+1'}), items_add=frozenset({'CALCUTTA MINT'}), confidence=0.2647058823529411, lift=5.601647129973851)]","frozenset({'CAPPUCCINO', 'RED BULL 2+1'})",frozenset({'CALCUTTA MINT'}),0.2647058823529411,5.601647129973851
135,"frozenset({'COUNTRY LEMONADE', 'RED BULL 2+1', 'CALCUTTA MINT'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'COUNTRY LEMONADE', 'RED BULL 2+1'}), items_add=frozenset({'CALCUTTA MINT'}), confidence=0.35000000000000003, lift=7.406622316298761)]","frozenset({'COUNTRY LEMONADE', 'RED BULL 2+1'})",frozenset({'CALCUTTA MINT'}),0.35000000000000003,7.406622316298761
136,"frozenset({'MAGGI NDL ARRABIATA', 'SAMBUCA', 'CALCUTTA MINT'})",0.00032865594009888255,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'CALCUTTA MINT'}), items_add=frozenset({'SAMBUCA'}), confidence=0.33333333333333326, lift=5.274097520536588)]","frozenset({'MAGGI NDL ARRABIATA', 'CALCUTTA MINT'})",frozenset({'SAMBUCA'}),0.33333333333333326,5.274097520536588
137,"frozenset({'SATAY CHICKEN PANINI', 'POUTINE WITH FRIES', 'CALCUTTA MINT'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'SATAY CHICKEN PANINI', 'CALCUTTA MINT'}), items_add=frozenset({'POUTINE WITH FRIES'}), confidence=0.25925925925925924, lift=5.314435114669443)]","frozenset({'SATAY CHICKEN PANINI', 'CALCUTTA MINT'})",frozenset({'POUTINE WITH FRIES'}),0.25925925925925924,5.314435114669443
138,"frozenset({'CAPPUCCINO', 'CHUNKY CHOCO CHIP COOKIES', 'NIRVANA HOOKAH SINGLE'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'CHUNKY CHOCO CHIP COOKIES', 'NIRVANA HOOKAH SINGLE'}), items_add=frozenset({'CAPPUCCINO'}), confidence=0.2571428571428571, lift=3.2910335458250595)]","frozenset({'CHUNKY CHOCO CHIP COOKIES', 'NIRVANA HOOKAH SINGLE'})",frozenset({'CAPPUCCINO'}),0.2571428571428571,3.2910335458250595
139,"frozenset({'CAPPUCCINO', 'CHUNKY CHOCO CHIP COOKIES', 'QUA  MINERAL WATER(1000ML)'})",0.00017147266439941698,"[OrderedStatistic(items_base=frozenset({'QUA  MINERAL WATER(1000ML)', 'CHUNKY CHOCO CHIP COOKIES'}), items_add=frozenset({'CAPPUCCINO'}), confidence=0.3333333333333333, lift=4.266154596439892)]","frozenset({'QUA  MINERAL WATER(1000ML)', 'CHUNKY CHOCO CHIP COOKIES'})",frozenset({'CAPPUCCINO'}),0.3333333333333333,4.266154596439892
140,"frozenset({'CAPPUCCINO', 'MEZE PLATTER', 'GREAT LAKES SHAKE'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'CAPPUCCINO', 'MEZE PLATTER'}), items_add=frozenset({'GREAT LAKES SHAKE'}), confidence=0.3, lift=4.310121125025662)]","frozenset({'CAPPUCCINO', 'MEZE PLATTER'})",frozenset({'GREAT LAKES SHAKE'}),0.3,4.310121125025662
141,"frozenset({'VANILLA ICECREAM', 'CAPPUCCINO', 'GREAT LAKES SHAKE'})",0.00014289388699951415,"[OrderedStatistic(items_base=frozenset({'VANILLA ICECREAM', 'CAPPUCCINO'}), items_add=frozenset({'GREAT LAKES SHAKE'}), confidence=0.4, lift=5.746828166700883)]","frozenset({'VANILLA ICECREAM', 'CAPPUCCINO'})",frozenset({'GREAT LAKES SHAKE'}),0.4,5.746828166700883
142,"frozenset({'CAPPUCCINO', 'PHILLYCREAM CHEESE &CHILLY PAN', 'MEDITER RANEAN PANINO'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'PHILLYCREAM CHEESE &CHILLY PAN', 'MEDITER RANEAN PANINO'}), items_add=frozenset({'CAPPUCCINO'}), confidence=0.25, lift=3.1996159473299195)]","frozenset({'PHILLYCREAM CHEESE &CHILLY PAN', 'MEDITER RANEAN PANINO'})",frozenset({'CAPPUCCINO'}),0.25,3.1996159473299195
143,"frozenset({'CAPPUCCINO', 'ROMA TOMATO & JALAPENO CROQUE', 'QUA  MINERAL WATER(1000ML)'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'CAPPUCCINO', 'ROMA TOMATO & JALAPENO CROQUE'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.2692307692307693, lift=5.661450628698226), OrderedStatistic(items_base=frozenset({'QUA  MINERAL WATER(1000ML)', 'ROMA TOMATO & JALAPENO CROQUE'}), items_add=frozenset({'CAPPUCCINO'}), confidence=0.28, lift=3.58356986100951)]","frozenset({'CAPPUCCINO', 'ROMA TOMATO & JALAPENO CROQUE'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.2692307692307693,5.661450628698226
144,"frozenset({'CAPPUCCINO', 'SCRAMBLED EGGS', 'QUA  MINERAL WATER(1000ML)'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'CAPPUCCINO', 'SCRAMBLED EGGS'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.2571428571428571, lift=5.407263049450549)]","frozenset({'CAPPUCCINO', 'SCRAMBLED EGGS'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.2571428571428571,5.407263049450549
145,"frozenset({'CAPPUCCINO', 'RED BULL 2+1', 'SAMBUCA'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'CAPPUCCINO', 'RED BULL 2+1'}), items_add=frozenset({'SAMBUCA'}), confidence=0.2647058823529411, lift=4.188253913367291)]","frozenset({'CAPPUCCINO', 'RED BULL 2+1'})",frozenset({'SAMBUCA'}),0.2647058823529411,4.188253913367291
146,"frozenset({'QUA  MINERAL WATER(1000ML)', 'MOROCCAN MINT TEA', 'CHAI LATTE'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'MOROCCAN MINT TEA', 'CHAI LATTE'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.3636363636363637, lift=7.646634615384618)]","frozenset({'MOROCCAN MINT TEA', 'CHAI LATTE'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.3636363636363637,7.646634615384618
147,"frozenset({'PINK LEMONADE', 'CHEESE FONDUE', 'LEMON ICED TEA'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'CHEESE FONDUE', 'LEMON ICED TEA'}), items_add=frozenset({'PINK LEMONADE'}), confidence=0.33333333333333337, lift=16.485747938751473), OrderedStatistic(items_base=frozenset({'PINK LEMONADE', 'CHEESE FONDUE'}), items_add=frozenset({'LEMON ICED TEA'}), confidence=0.4, lift=12.764614683082536)]","frozenset({'CHEESE FONDUE', 'LEMON ICED TEA'})",frozenset({'PINK LEMONADE'}),0.33333333333333337,16.485747938751473
148,"frozenset({'MOROCCAN MINT TEA', 'CHEESE FONDUE', 'SAMBUCA'})",0.00014289388699951415,"[OrderedStatistic(items_base=frozenset({'MOROCCAN MINT TEA', 'CHEESE FONDUE'}), items_add=frozenset({'SAMBUCA'}), confidence=0.6249999999999999, lift=9.888932851006103), OrderedStatistic(items_base=frozenset({'CHEESE FONDUE', 'SAMBUCA'}), items_add=frozenset({'MOROCCAN MINT TEA'}), confidence=0.3448275862068965, lift=10.696686231352407)]","frozenset({'MOROCCAN MINT TEA', 'CHEESE FONDUE'})",frozenset({'SAMBUCA'}),0.6249999999999999,9.888932851006103
149,"frozenset({'QUA  MINERAL WATER(1000ML)', 'CHEESE FONDUE', 'SAMBUCA'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'QUA  MINERAL WATER(1000ML)', 'CHEESE FONDUE'}), items_add=frozenset({'SAMBUCA'}), confidence=0.6, lift=9.49337553696586), OrderedStatistic(items_base=frozenset({'CHEESE FONDUE', 'SAMBUCA'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.31034482758620685, lift=6.5260071286472146)]","frozenset({'QUA  MINERAL WATER(1000ML)', 'CHEESE FONDUE'})",frozenset({'SAMBUCA'}),0.6,9.49337553696586
150,"frozenset({'GARDEN FRESH PANINI', 'GREAT LAKES SHAKE', 'CHICKEN SALAMI PANINI'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'GARDEN FRESH PANINI', 'CHICKEN SALAMI PANINI'}), items_add=frozenset({'GREAT LAKES SHAKE'}), confidence=0.2916666666666667, lift=4.190395538219394)]","frozenset({'GARDEN FRESH PANINI', 'CHICKEN SALAMI PANINI'})",frozenset({'GREAT LAKES SHAKE'}),0.2916666666666667,4.190395538219394
151,"frozenset({'QUA  MINERAL WATER(1000ML)', 'MOROCCAN MINT TEA', 'CHICKEN SALAMI PANINI'})",0.00014289388699951415,"[OrderedStatistic(items_base=frozenset({'MOROCCAN MINT TEA', 'CHICKEN SALAMI PANINI'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.4, lift=8.411298076923078)]","frozenset({'MOROCCAN MINT TEA', 'CHICKEN SALAMI PANINI'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.4,8.411298076923078
152,"frozenset({'CHICKEN SLOUVLAKI WRAP', 'POUTINE WITH FRIES', 'COUNTRY ROAST CHICKEN PANINI'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'CHICKEN SLOUVLAKI WRAP', 'COUNTRY ROAST CHICKEN PANINI'}), items_add=frozenset({'POUTINE WITH FRIES'}), confidence=0.30434782608695654, lift=6.2386846998293475)]","frozenset({'CHICKEN SLOUVLAKI WRAP', 'COUNTRY ROAST CHICKEN PANINI'})",frozenset({'POUTINE WITH FRIES'}),0.30434782608695654,6.2386846998293475
153,"frozenset({'MAGGI NDL ARRABIATA', 'COTTAGE CHEESE PANINI', 'SAMBUCA'})",0.00015718327569946557,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'COTTAGE CHEESE PANINI'}), items_add=frozenset({'SAMBUCA'}), confidence=0.275, lift=4.3511304544426865)]","frozenset({'MAGGI NDL ARRABIATA', 'COTTAGE CHEESE PANINI'})",frozenset({'SAMBUCA'}),0.275,4.3511304544426865
154,"frozenset({'ORANGE ARRABIATA', 'COTTAGE CHEESE PANINI', 'OREO COOKIE SHAKE'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'ORANGE ARRABIATA', 'COTTAGE CHEESE PANINI'}), items_add=frozenset({'OREO COOKIE SHAKE'}), confidence=0.2916666666666667, lift=10.262150159208982), OrderedStatistic(items_base=frozenset({'ORANGE ARRABIATA', 'OREO COOKIE SHAKE'}), items_add=frozenset({'COTTAGE CHEESE PANINI'}), confidence=0.2692307692307693, lift=11.688156136667304)]","frozenset({'ORANGE ARRABIATA', 'COTTAGE CHEESE PANINI'})",frozenset({'OREO COOKIE SHAKE'}),0.2916666666666667,10.262150159208982
155,"frozenset({'SAMBUCA', 'COTTAGE CHEESE PANINI', 'RED BULL 2+1'})",0.00021434083049927125,"[OrderedStatistic(items_base=frozenset({'COTTAGE CHEESE PANINI', 'RED BULL 2+1'}), items_add=frozenset({'SAMBUCA'}), confidence=0.2777777777777778, lift=4.395081267113825)]","frozenset({'COTTAGE CHEESE PANINI', 'RED BULL 2+1'})",frozenset({'SAMBUCA'}),0.2777777777777778,4.395081267113825
156,"frozenset({'ORANGE ARRABIATA', 'COUNTRY LEMONADE', 'GREAT LAKES SHAKE'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'ORANGE ARRABIATA', 'COUNTRY LEMONADE'}), items_add=frozenset({'GREAT LAKES SHAKE'}), confidence=0.38888888888888895, lift=5.587194050959193)]","frozenset({'ORANGE ARRABIATA', 'COUNTRY LEMONADE'})",frozenset({'GREAT LAKES SHAKE'}),0.38888888888888895,5.587194050959193
157,"frozenset({'COUNTRY LEMONADE', 'LAVA LAVA', 'JR.CHL AVALANCHE'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'COUNTRY LEMONADE', 'LAVA LAVA'}), items_add=frozenset({'JR.CHL AVALANCHE'}), confidence=0.3076923076923077, lift=6.511316322020888)]","frozenset({'COUNTRY LEMONADE', 'LAVA LAVA'})",frozenset({'JR.CHL AVALANCHE'}),0.3076923076923077,6.511316322020888
158,"frozenset({'QUA  MINERAL WATER(1000ML)', 'COUNTRY LEMONADE', 'MEZE PLATTER'})",0.00014289388699951415,"[OrderedStatistic(items_base=frozenset({'COUNTRY LEMONADE', 'MEZE PLATTER'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.2857142857142857, lift=6.008070054945055)]","frozenset({'COUNTRY LEMONADE', 'MEZE PLATTER'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.2857142857142857,6.008070054945055
159,"frozenset({'COUNTRY LEMONADE', 'RED BULL ENERGY DRINK', 'SAMBUCA'})",0.00015718327569946557,"[OrderedStatistic(items_base=frozenset({'COUNTRY LEMONADE', 'RED BULL ENERGY DRINK'}), items_add=frozenset({'SAMBUCA'}), confidence=0.29729729729729726, lift=4.703924815613714)]","frozenset({'COUNTRY LEMONADE', 'RED BULL ENERGY DRINK'})",frozenset({'SAMBUCA'}),0.29729729729729726,4.703924815613714
160,"frozenset({'GARDEN FRESH PANINI', 'GREAT LAKES SHAKE', 'NON-VEG CLUB WRAP'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'GARDEN FRESH PANINI', 'NON-VEG CLUB WRAP'}), items_add=frozenset({'GREAT LAKES SHAKE'}), confidence=0.35000000000000003, lift=5.028474645863273)]","frozenset({'GARDEN FRESH PANINI', 'NON-VEG CLUB WRAP'})",frozenset({'GREAT LAKES SHAKE'}),0.35000000000000003,5.028474645863273
161,"frozenset({'GARDEN FRESH PANINI', 'POUTINE WITH FRIES', 'NON-VEG CLUB WRAP'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'GARDEN FRESH PANINI', 'NON-VEG CLUB WRAP'}), items_add=frozenset({'POUTINE WITH FRIES'}), confidence=0.35000000000000003, lift=7.17448740480375)]","frozenset({'GARDEN FRESH PANINI', 'NON-VEG CLUB WRAP'})",frozenset({'POUTINE WITH FRIES'}),0.35000000000000003,7.17448740480375
162,"frozenset({'RED BULL 2+1', 'SAMBUCA', 'GOOEY CHOCOLATE FUDGE'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'RED BULL 2+1', 'GOOEY CHOCOLATE FUDGE'}), items_add=frozenset({'SAMBUCA'}), confidence=0.33333333333333337, lift=5.27409752053659)]","frozenset({'RED BULL 2+1', 'GOOEY CHOCOLATE FUDGE'})",frozenset({'SAMBUCA'}),0.33333333333333337,5.27409752053659
163,"frozenset({'VANILLA ICECREAM', 'JR.CHL AVALANCHE', 'GREAT LAKES SHAKE'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'VANILLA ICECREAM', 'JR.CHL AVALANCHE'}), items_add=frozenset({'GREAT LAKES SHAKE'}), confidence=0.2916666666666667, lift=4.190395538219394)]","frozenset({'VANILLA ICECREAM', 'JR.CHL AVALANCHE'})",frozenset({'GREAT LAKES SHAKE'}),0.2916666666666667,4.190395538219394
164,"frozenset({'KIT KAT SHAKE', 'MOROCCAN MINT TEA', 'GREAT LAKES SHAKE'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'KIT KAT SHAKE', 'MOROCCAN MINT TEA'}), items_add=frozenset({'GREAT LAKES SHAKE'}), confidence=0.25, lift=3.591767604188052)]","frozenset({'KIT KAT SHAKE', 'MOROCCAN MINT TEA'})",frozenset({'GREAT LAKES SHAKE'}),0.25,3.591767604188052
165,"frozenset({'MAGGI NDL ARRABIATA', 'SAMBUCA', 'GREAT LAKES SHAKE'})",0.0004143922722985911,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'GREAT LAKES SHAKE'}), items_add=frozenset({'SAMBUCA'}), confidence=0.2761904761904762, lift=4.369966517016032)]","frozenset({'MAGGI NDL ARRABIATA', 'GREAT LAKES SHAKE'})",frozenset({'SAMBUCA'}),0.2761904761904762,4.369966517016032
166,"frozenset({'ORANGE ARRABIATA', 'MINT FLAVOUR SINGLE', 'GREAT LAKES SHAKE'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'ORANGE ARRABIATA', 'MINT FLAVOUR SINGLE'}), items_add=frozenset({'GREAT LAKES SHAKE'}), confidence=0.3076923076923077, lift=4.420637051308372)]","frozenset({'ORANGE ARRABIATA', 'MINT FLAVOUR SINGLE'})",frozenset({'GREAT LAKES SHAKE'}),0.3076923076923077,4.420637051308372
167,"frozenset({'QUA  MINERAL WATER(500ML)', 'NIRVANA HOOKAH SINGLE', 'GREAT LAKES SHAKE'})",0.00024291960789917408,"[OrderedStatistic(items_base=frozenset({'QUA  MINERAL WATER(500ML)', 'GREAT LAKES SHAKE'}), items_add=frozenset({'NIRVANA HOOKAH SINGLE'}), confidence=0.25, lift=2.0855286684944567)]","frozenset({'QUA  MINERAL WATER(500ML)', 'GREAT LAKES SHAKE'})",frozenset({'NIRVANA HOOKAH SINGLE'}),0.25,2.0855286684944567
168,"frozenset({'SAMBUCA', 'RED BULL 2+1', 'GREAT LAKES SHAKE'})",0.0005287073818982024,"[OrderedStatistic(items_base=frozenset({'RED BULL 2+1', 'GREAT LAKES SHAKE'}), items_add=frozenset({'SAMBUCA'}), confidence=0.5068493150684932, lift=8.019518147665226)]","frozenset({'RED BULL 2+1', 'GREAT LAKES SHAKE'})",frozenset({'SAMBUCA'}),0.5068493150684932,8.019518147665226
