,items,support,ordered_statistics,base_item,add_item,confidence,lift
62,"frozenset({'CAFFE LATTE', 'B.M.T. PANINI', 'ADD HAZELNUT FLAVOUR'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'B.M.T. PANINI', 'ADD HAZELNUT FLAVOUR'}), items_add=frozenset({'CAFFE LATTE'}), confidence=0.7777777777777779, lift=25.9811190665606)]","frozenset({'B.M.T. PANINI', 'ADD HAZELNUT FLAVOUR'})",frozenset({'CAFFE LATTE'}),0.7777777777777779,25.9811190665606
63,"frozenset({'CAFFE LATTE', 'ADD HAZELNUT FLAVOUR', 'GREAT LAKES SHAKE'})",0.00014289388699951415,"[OrderedStatistic(items_base=frozenset({'ADD HAZELNUT FLAVOUR', 'GREAT LAKES SHAKE'}), items_add=frozenset({'CAFFE LATTE'}), confidence=0.5, lift=16.702147971360382)]","frozenset({'ADD HAZELNUT FLAVOUR', 'GREAT LAKES SHAKE'})",frozenset({'CAFFE LATTE'}),0.5,16.702147971360382
64,"frozenset({'MOROCCAN MINT TEA', 'CAFFE LATTE', 'ADD HAZELNUT FLAVOUR'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'MOROCCAN MINT TEA', 'ADD HAZELNUT FLAVOUR'}), items_add=frozenset({'CAFFE LATTE'}), confidence=0.5714285714285714, lift=19.08816911012615)]","frozenset({'MOROCCAN MINT TEA', 'ADD HAZELNUT FLAVOUR'})",frozenset({'CAFFE LATTE'}),0.5714285714285714,19.08816911012615
65,"frozenset({'CAFFE LATTE', 'ADD HAZELNUT FLAVOUR', 'NIRVANA HOOKAH SINGLE'})",0.00014289388699951415,"[OrderedStatistic(items_base=frozenset({'ADD HAZELNUT FLAVOUR', 'NIRVANA HOOKAH SINGLE'}), items_add=frozenset({'CAFFE LATTE'}), confidence=0.6666666666666666, lift=22.26953062848051)]","frozenset({'ADD HAZELNUT FLAVOUR', 'NIRVANA HOOKAH SINGLE'})",frozenset({'CAFFE LATTE'}),0.6666666666666666,22.26953062848051
66,"frozenset({'QUA  MINERAL WATER(1000ML)', 'CAFFE LATTE', 'ADD HAZELNUT FLAVOUR'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'QUA  MINERAL WATER(1000ML)', 'ADD HAZELNUT FLAVOUR'}), items_add=frozenset({'CAFFE LATTE'}), confidence=0.4666666666666667, lift=15.588671439936357)]","frozenset({'QUA  MINERAL WATER(1000ML)', 'ADD HAZELNUT FLAVOUR'})",frozenset({'CAFFE LATTE'}),0.4666666666666667,15.588671439936357
67,"frozenset({'CAPPUCCINO', 'ADD HAZELNUT FLAVOUR', 'MASALA CHAI CUTTING'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'MASALA CHAI CUTTING', 'ADD HAZELNUT FLAVOUR'}), items_add=frozenset({'CAPPUCCINO'}), confidence=0.6428571428571428, lift=8.227583864562648)]","frozenset({'MASALA CHAI CUTTING', 'ADD HAZELNUT FLAVOUR'})",frozenset({'CAPPUCCINO'}),0.6428571428571428,8.227583864562648
68,"frozenset({'CAPPUCCINO', 'ADD HAZELNUT FLAVOUR', 'QUA  MINERAL WATER(1000ML)'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'QUA  MINERAL WATER(1000ML)', 'ADD HAZELNUT FLAVOUR'}), items_add=frozenset({'CAPPUCCINO'}), confidence=0.6, lift=7.679078273591807)]","frozenset({'QUA  MINERAL WATER(1000ML)', 'ADD HAZELNUT FLAVOUR'})",frozenset({'CAPPUCCINO'}),0.6,7.679078273591807
69,"frozenset({'LEMON INFUSED CHAR GRILLED VEG', 'ADD HERB ROAST CHICKEN', 'COUNTRY ROAST CHICKEN PANINI'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'ADD HERB ROAST CHICKEN', 'COUNTRY ROAST CHICKEN PANINI'}), items_add=frozenset({'LEMON INFUSED CHAR GRILLED VEG'}), confidence=0.380952380952381, lift=65.02392566782811), OrderedStatistic(items_base=frozenset({'LEMON INFUSED CHAR GRILLED VEG', 'COUNTRY ROAST CHICKEN PANINI'}), items_add=frozenset({'ADD HERB ROAST CHICKEN'}), confidence=0.4, lift=178.29808917197454)]","frozenset({'ADD HERB ROAST CHICKEN', 'COUNTRY ROAST CHICKEN PANINI'})",frozenset({'LEMON INFUSED CHAR GRILLED VEG'}),0.380952380952381,65.02392566782811
70,"frozenset({'ORANGE ARRABIATA', 'ADD HERB ROAST CHICKEN', 'COUNTRY ROAST CHICKEN PANINI'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'ADD HERB ROAST CHICKEN', 'COUNTRY ROAST CHICKEN PANINI'}), items_add=frozenset({'ORANGE ARRABIATA'}), confidence=0.33333333333333337, lift=47.12592592592593), OrderedStatistic(items_base=frozenset({'ORANGE ARRABIATA', 'COUNTRY ROAST CHICKEN PANINI'}), items_add=frozenset({'ADD HERB ROAST CHICKEN'}), confidence=0.38888888888888895, lift=173.34536447275303)]","frozenset({'ADD HERB ROAST CHICKEN', 'COUNTRY ROAST CHICKEN PANINI'})",frozenset({'ORANGE ARRABIATA'}),0.33333333333333337,47.12592592592593
71,"frozenset({'LEMON INFUSED CHAR GRILLED VEG', 'ADD HERB ROAST CHICKEN', 'GREAT LAKES SHAKE'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'ADD HERB ROAST CHICKEN', 'GREAT LAKES SHAKE'}), items_add=frozenset({'LEMON INFUSED CHAR GRILLED VEG'}), confidence=0.7000000000000001, lift=119.48146341463416)]","frozenset({'ADD HERB ROAST CHICKEN', 'GREAT LAKES SHAKE'})",frozenset({'LEMON INFUSED CHAR GRILLED VEG'}),0.7000000000000001,119.48146341463416
72,"frozenset({'LEMON INFUSED CHAR GRILLED VEG', 'ADD HERB ROAST CHICKEN', 'NIRVANA HOOKAH SINGLE'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'ADD HERB ROAST CHICKEN', 'NIRVANA HOOKAH SINGLE'}), items_add=frozenset({'LEMON INFUSED CHAR GRILLED VEG'}), confidence=0.6923076923076923, lift=118.16848030018761)]","frozenset({'ADD HERB ROAST CHICKEN', 'NIRVANA HOOKAH SINGLE'})",frozenset({'LEMON INFUSED CHAR GRILLED VEG'}),0.6923076923076923,118.16848030018761
73,"frozenset({'B.M.T. PANINI', 'ARABIAN MIST', 'ADD ON S'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'ARABIAN MIST', 'ADD ON S'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.6363636363636365, lift=17.09558541266795)]","frozenset({'ARABIAN MIST', 'ADD ON S'})",frozenset({'B.M.T. PANINI'}),0.6363636363636365,17.09558541266795
74,"frozenset({'PHILLYCREAM CHEESE &CHILLY PAN', 'B.M.T. PANINI', 'ADD ON S'})",0.00014289388699951415,"[OrderedStatistic(items_base=frozenset({'PHILLYCREAM CHEESE &CHILLY PAN', 'ADD ON S'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.25, lift=6.716122840690979)]","frozenset({'PHILLYCREAM CHEESE &CHILLY PAN', 'ADD ON S'})",frozenset({'B.M.T. PANINI'}),0.25,6.716122840690979
75,"frozenset({'MAGGI NDL ARRABIATA', 'SAMBUCA', 'ADD ON S'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'ADD ON S'}), items_add=frozenset({'SAMBUCA'}), confidence=0.47368421052631576, lift=7.4947701607625214), OrderedStatistic(items_base=frozenset({'SAMBUCA', 'ADD ON S'}), items_add=frozenset({'MAGGI NDL ARRABIATA'}), confidence=0.25, lift=19.858683314415437)]","frozenset({'MAGGI NDL ARRABIATA', 'ADD ON S'})",frozenset({'SAMBUCA'}),0.47368421052631576,7.4947701607625214
76,"frozenset({'CAPPUCCINO', 'GREAT LAKES SHAKE', 'ADD WHIPPED CREAM'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'CAPPUCCINO', 'ADD WHIPPED CREAM'}), items_add=frozenset({'GREAT LAKES SHAKE'}), confidence=0.2857142857142857, lift=4.104877261929202), OrderedStatistic(items_base=frozenset({'GREAT LAKES SHAKE', 'ADD WHIPPED CREAM'}), items_add=frozenset({'CAPPUCCINO'}), confidence=0.2962962962962963, lift=3.792137419057682)]","frozenset({'CAPPUCCINO', 'ADD WHIPPED CREAM'})",frozenset({'GREAT LAKES SHAKE'}),0.2857142857142857,4.104877261929202
77,"frozenset({'MAGGI NDL ARRABIATA', 'B.M.T. PANINI', 'ARABIAN MIST'})",0.00015718327569946557,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'ARABIAN MIST'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.34374999999999994, lift=9.234668905950095)]","frozenset({'MAGGI NDL ARRABIATA', 'ARABIAN MIST'})",frozenset({'B.M.T. PANINI'}),0.34374999999999994,9.234668905950095
78,"frozenset({'MAGGI NDL ARRABIATA', 'ARABIAN MIST', 'SAMBUCA'})",0.00015718327569946557,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'ARABIAN MIST'}), items_add=frozenset({'SAMBUCA'}), confidence=0.34374999999999994, lift=5.438913068053357)]","frozenset({'MAGGI NDL ARRABIATA', 'ARABIAN MIST'})",frozenset({'SAMBUCA'}),0.34374999999999994,5.438913068053357
79,"frozenset({'ORANGE ARRABIATA', 'ARABIAN MIST', 'RED BULL 2+1'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'ORANGE ARRABIATA', 'ARABIAN MIST'}), items_add=frozenset({'RED BULL 2+1'}), confidence=0.33333333333333337, lift=19.98914595829763), OrderedStatistic(items_base=frozenset({'ORANGE ARRABIATA', 'RED BULL 2+1'}), items_add=frozenset({'ARABIAN MIST'}), confidence=0.2692307692307693, lift=15.62297486924353)]","frozenset({'ORANGE ARRABIATA', 'ARABIAN MIST'})",frozenset({'RED BULL 2+1'}),0.33333333333333337,19.98914595829763
80,"frozenset({'BERRY BLAST', 'BUN MASKA & CHAI', 'B.M.T. PANINI'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'BERRY BLAST', 'BUN MASKA & CHAI'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.368421052631579, lift=9.897444186281444)]","frozenset({'BERRY BLAST', 'BUN MASKA & CHAI'})",frozenset({'B.M.T. PANINI'}),0.368421052631579,9.897444186281444
81,"frozenset({'BERRY BLAST', 'GARDEN FRESH PANINI', 'B.M.T. PANINI'})",0.00020005144179931984,"[OrderedStatistic(items_base=frozenset({'BERRY BLAST', 'GARDEN FRESH PANINI'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.25, lift=6.716122840690979)]","frozenset({'BERRY BLAST', 'GARDEN FRESH PANINI'})",frozenset({'B.M.T. PANINI'}),0.25,6.716122840690979
82,"frozenset({'BERRY BLAST', 'MAGGI NDL ARRABIATA', 'B.M.T. PANINI'})",0.0001857620530993684,"[OrderedStatistic(items_base=frozenset({'BERRY BLAST', 'MAGGI NDL ARRABIATA'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.26530612244897955, lift=7.127314035018998)]","frozenset({'BERRY BLAST', 'MAGGI NDL ARRABIATA'})",frozenset({'B.M.T. PANINI'}),0.26530612244897955,7.127314035018998
83,"frozenset({'BLACK CURRANT ICED TEA', 'B.M.T. PANINI', 'POUTINE WITH FRIES'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'BLACK CURRANT ICED TEA', 'B.M.T. PANINI'}), items_add=frozenset({'POUTINE WITH FRIES'}), confidence=0.32000000000000006, lift=6.559531341534858), OrderedStatistic(items_base=frozenset({'BLACK CURRANT ICED TEA', 'POUTINE WITH FRIES'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.2962962962962963, lift=7.95984929267079)]","frozenset({'BLACK CURRANT ICED TEA', 'B.M.T. PANINI'})",frozenset({'POUTINE WITH FRIES'}),0.32000000000000006,6.559531341534858
84,"frozenset({'BUN MASKA & CHAI', 'B.M.T. PANINI', 'CALCUTTA MINT'})",0.00015718327569946557,"[OrderedStatistic(items_base=frozenset({'BUN MASKA & CHAI', 'B.M.T. PANINI'}), items_add=frozenset({'CALCUTTA MINT'}), confidence=0.25, lift=5.290444511641971), OrderedStatistic(items_base=frozenset({'BUN MASKA & CHAI', 'CALCUTTA MINT'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.36666666666666664, lift=9.850313499680102)]","frozenset({'BUN MASKA & CHAI', 'B.M.T. PANINI'})",frozenset({'CALCUTTA MINT'}),0.25,5.290444511641971
85,"frozenset({'MAGGI NDL ARRABIATA', 'B.M.T. PANINI', 'CALCUTTA MINT'})",0.00034294532879883396,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'CALCUTTA MINT'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.3478260869565217, lift=9.344170908787447)]","frozenset({'MAGGI NDL ARRABIATA', 'CALCUTTA MINT'})",frozenset({'B.M.T. PANINI'}),0.3478260869565217,9.344170908787447
86,"frozenset({'MAGGI NDL ARRABIATA', 'B.M.T. PANINI', 'COTTAGE CHEESE PANINI'})",0.00015718327569946557,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'COTTAGE CHEESE PANINI'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.275, lift=7.387735124760078)]","frozenset({'MAGGI NDL ARRABIATA', 'COTTAGE CHEESE PANINI'})",frozenset({'B.M.T. PANINI'}),0.275,7.387735124760078
87,"frozenset({'COUNTRY LEMONADE', 'B.M.T. PANINI', 'FRENCH FRIES'})",0.00014289388699951415,"[OrderedStatistic(items_base=frozenset({'COUNTRY LEMONADE', 'FRENCH FRIES'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.43478260869565216, lift=11.68021363598431)]","frozenset({'COUNTRY LEMONADE', 'FRENCH FRIES'})",frozenset({'B.M.T. PANINI'}),0.43478260869565216,11.68021363598431
88,"frozenset({'QUA  MINERAL WATER(1000ML)', 'B.M.T. PANINI', 'DOPPIO'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'B.M.T. PANINI', 'DOPPIO'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.30434782608695654, lift=6.399900710702342)]","frozenset({'B.M.T. PANINI', 'DOPPIO'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.30434782608695654,6.399900710702342
89,"frozenset({'B.M.T. PANINI', 'FRENCH FRIES', 'GREAT LAKES SHAKE'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'FRENCH FRIES', 'GREAT LAKES SHAKE'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.30434782608695654, lift=8.176149545189018)]","frozenset({'FRENCH FRIES', 'GREAT LAKES SHAKE'})",frozenset({'B.M.T. PANINI'}),0.30434782608695654,8.176149545189018
90,"frozenset({'GARDEN FRESH PANINI', 'B.M.T. PANINI', 'MEDITER RANEAN PANINO'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'GARDEN FRESH PANINI', 'MEDITER RANEAN PANINO'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.25925925925925924, lift=6.964868131086941)]","frozenset({'GARDEN FRESH PANINI', 'MEDITER RANEAN PANINO'})",frozenset({'B.M.T. PANINI'}),0.25925925925925924,6.964868131086941
91,"frozenset({'B.M.T. PANINI', 'RED BULL 2+1', 'GOOEY CHOCOLATE FUDGE'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'RED BULL 2+1', 'GOOEY CHOCOLATE FUDGE'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.2916666666666667, lift=7.8354766474728095)]","frozenset({'RED BULL 2+1', 'GOOEY CHOCOLATE FUDGE'})",frozenset({'B.M.T. PANINI'}),0.2916666666666667,7.8354766474728095
92,"frozenset({'MAGGI NDL ARRABIATA', 'B.M.T. PANINI', 'LEMON ICED TEA'})",0.00015718327569946557,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'LEMON ICED TEA'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.2619047619047619, lift=7.035938214057216)]","frozenset({'MAGGI NDL ARRABIATA', 'LEMON ICED TEA'})",frozenset({'B.M.T. PANINI'}),0.2619047619047619,7.035938214057216
93,"frozenset({'ORANGE ARRABIATA', 'B.M.T. PANINI', 'LEMON INFUSED CHAR GRILLED VEG'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'B.M.T. PANINI', 'LEMON INFUSED CHAR GRILLED VEG'}), items_add=frozenset({'ORANGE ARRABIATA'}), confidence=0.25925925925925924, lift=36.65349794238683)]","frozenset({'B.M.T. PANINI', 'LEMON INFUSED CHAR GRILLED VEG'})",frozenset({'ORANGE ARRABIATA'}),0.25925925925925924,36.65349794238683
94,"frozenset({'MAGGI NDL ARRABIATA', 'MINT FLAVOUR SINGLE', 'B.M.T. PANINI'})",0.00015718327569946557,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'MINT FLAVOUR SINGLE'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.3142857142857143, lift=8.44312585686866)]","frozenset({'MAGGI NDL ARRABIATA', 'MINT FLAVOUR SINGLE'})",frozenset({'B.M.T. PANINI'}),0.3142857142857143,8.44312585686866
95,"frozenset({'MAGGI NDL ARRABIATA', 'B.M.T. PANINI', 'N R G  HOOKAH'})",0.00021434083049927125,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'N R G  HOOKAH'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.30000000000000004, lift=8.059347408829176)]","frozenset({'MAGGI NDL ARRABIATA', 'N R G  HOOKAH'})",frozenset({'B.M.T. PANINI'}),0.30000000000000004,8.059347408829176
96,"frozenset({'MAGGI NDL ARRABIATA', 'B.M.T. PANINI', 'POUTINE WITH FRIES'})",0.0003000771626989797,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'POUTINE WITH FRIES'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.2727272727272727, lift=7.326679462571977)]","frozenset({'MAGGI NDL ARRABIATA', 'POUTINE WITH FRIES'})",frozenset({'B.M.T. PANINI'}),0.2727272727272727,7.326679462571977
97,"frozenset({'MAGGI NDL ARRABIATA', 'B.M.T. PANINI', 'QUA  MINERAL WATER(1000ML)'})",0.0003572347174987854,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'QUA  MINERAL WATER(1000ML)'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.30864197530864196, lift=8.291509679865406)]","frozenset({'MAGGI NDL ARRABIATA', 'QUA  MINERAL WATER(1000ML)'})",frozenset({'B.M.T. PANINI'}),0.30864197530864196,8.291509679865406
98,"frozenset({'MAGGI NDL ARRABIATA', 'B.M.T. PANINI', 'RED BULL 2+1'})",0.00017147266439941698,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'RED BULL 2+1'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.3428571428571428, lift=9.210682752947628)]","frozenset({'MAGGI NDL ARRABIATA', 'RED BULL 2+1'})",frozenset({'B.M.T. PANINI'}),0.3428571428571428,9.210682752947628
99,"frozenset({'MAGGI NDL ARRABIATA', 'B.M.T. PANINI', 'RED BULL ENERGY DRINK'})",0.00020005144179931984,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'RED BULL ENERGY DRINK'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.31818181818181823, lift=8.547792706333976)]","frozenset({'MAGGI NDL ARRABIATA', 'RED BULL ENERGY DRINK'})",frozenset({'B.M.T. PANINI'}),0.31818181818181823,8.547792706333976
100,"frozenset({'MAGGI NDL ARRABIATA', 'B.M.T. PANINI', 'SAMBUCA'})",0.0009002314880969392,"[OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'B.M.T. PANINI'}), items_add=frozenset({'SAMBUCA'}), confidence=0.4701492537313433, lift=7.438839040159817), OrderedStatistic(items_base=frozenset({'MAGGI NDL ARRABIATA', 'SAMBUCA'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.36, lift=9.67121689059501)]","frozenset({'MAGGI NDL ARRABIATA', 'B.M.T. PANINI'})",frozenset({'SAMBUCA'}),0.4701492537313433,7.438839040159817
101,"frozenset({'MASALA CHAI CUTTING', 'B.M.T. PANINI', 'MEZE PLATTER'})",0.00012860449829956274,"[OrderedStatistic(items_base=frozenset({'MASALA CHAI CUTTING', 'MEZE PLATTER'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.28124999999999994, lift=7.55563819577735)]","frozenset({'MASALA CHAI CUTTING', 'MEZE PLATTER'})",frozenset({'B.M.T. PANINI'}),0.28124999999999994,7.55563819577735
102,"frozenset({'ORANGE ARRABIATA', 'B.M.T. PANINI', 'N R G  HOOKAH'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'ORANGE ARRABIATA', 'N R G  HOOKAH'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.25, lift=6.716122840690979)]","frozenset({'ORANGE ARRABIATA', 'N R G  HOOKAH'})",frozenset({'B.M.T. PANINI'}),0.25,6.716122840690979
103,"frozenset({'PASTA ARABIATA VEG', 'B.M.T. PANINI', 'NIRVANA HOOKAH SINGLE'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'PASTA ARABIATA VEG', 'B.M.T. PANINI'}), items_add=frozenset({'NIRVANA HOOKAH SINGLE'}), confidence=0.2857142857142857, lift=2.3834613354222363), OrderedStatistic(items_base=frozenset({'PASTA ARABIATA VEG', 'NIRVANA HOOKAH SINGLE'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.2857142857142857, lift=7.67556896078969)]","frozenset({'PASTA ARABIATA VEG', 'B.M.T. PANINI'})",frozenset({'NIRVANA HOOKAH SINGLE'}),0.2857142857142857,2.3834613354222363
104,"frozenset({'ROMA TOMATO & JALAPENO CROQUE', 'B.M.T. PANINI', 'POUTINE WITH FRIES'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'ROMA TOMATO & JALAPENO CROQUE', 'POUTINE WITH FRIES'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.33333333333333337, lift=8.95483045425464)]","frozenset({'ROMA TOMATO & JALAPENO CROQUE', 'POUTINE WITH FRIES'})",frozenset({'B.M.T. PANINI'}),0.33333333333333337,8.95483045425464
105,"frozenset({'ROMA TOMATO & JALAPENO CROQUE', 'QUA  MINERAL WATER(1000ML)', 'B.M.T. PANINI'})",0.00014289388699951415,"[OrderedStatistic(items_base=frozenset({'ROMA TOMATO & JALAPENO CROQUE', 'B.M.T. PANINI'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.3448275862068965, lift=7.251119031830239), OrderedStatistic(items_base=frozenset({'QUA  MINERAL WATER(1000ML)', 'ROMA TOMATO & JALAPENO CROQUE'}), items_add=frozenset({'B.M.T. PANINI'}), confidence=0.4, lift=10.745796545105568)]","frozenset({'ROMA TOMATO & JALAPENO CROQUE', 'B.M.T. PANINI'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.3448275862068965,7.251119031830239
106,"frozenset({'QUA  MINERAL WATER(1000ML)', 'SCRAMBLED EGGS', 'B.M.T. PANINI'})",0.00014289388699951415,"[OrderedStatistic(items_base=frozenset({'SCRAMBLED EGGS', 'B.M.T. PANINI'}), items_add=frozenset({'QUA  MINERAL WATER(1000ML)'}), confidence=0.588235294117647, lift=12.369555995475112)]","frozenset({'SCRAMBLED EGGS', 'B.M.T. PANINI'})",frozenset({'QUA  MINERAL WATER(1000ML)'}),0.588235294117647,12.369555995475112
107,"frozenset({'B.M.T. PANINI', 'RED BULL 2+1', 'SAMBUCA'})",0.0005858649366980081,"[OrderedStatistic(items_base=frozenset({'B.M.T. PANINI', 'RED BULL 2+1'}), items_add=frozenset({'SAMBUCA'}), confidence=0.41414141414141414, lift=6.552666616424248)]","frozenset({'B.M.T. PANINI', 'RED BULL 2+1'})",frozenset({'SAMBUCA'}),0.41414141414141414,6.552666616424248
108,"frozenset({'B.M.T. PANINI', 'RED BULL ENERGY DRINK', 'SAMBUCA'})",0.0005715755479980566,"[OrderedStatistic(items_base=frozenset({'B.M.T. PANINI', 'RED BULL ENERGY DRINK'}), items_add=frozenset({'SAMBUCA'}), confidence=0.3448275862068965, lift=5.45596295227923)]","frozenset({'B.M.T. PANINI', 'RED BULL ENERGY DRINK'})",frozenset({'SAMBUCA'}),0.3448275862068965,5.45596295227923
109,"frozenset({'BANANA WALNUT MUFFIN', 'CAFFE LATTE', 'CAPPUCCINO'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'BANANA WALNUT MUFFIN', 'CAFFE LATTE'}), items_add=frozenset({'CAPPUCCINO'}), confidence=0.25, lift=3.1996159473299195), OrderedStatistic(items_base=frozenset({'BANANA WALNUT MUFFIN', 'CAPPUCCINO'}), items_add=frozenset({'CAFFE LATTE'}), confidence=0.27586206896551724, lift=9.214978191095383)]","frozenset({'BANANA WALNUT MUFFIN', 'CAFFE LATTE'})",frozenset({'CAPPUCCINO'}),0.25,3.1996159473299195
110,"frozenset({'BANANA WALNUT MUFFIN', 'CAFFE LATTE', 'QUA  MINERAL WATER(1000ML)'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'BANANA WALNUT MUFFIN', 'QUA  MINERAL WATER(1000ML)'}), items_add=frozenset({'CAFFE LATTE'}), confidence=0.28, lift=9.353202863961815)]","frozenset({'BANANA WALNUT MUFFIN', 'QUA  MINERAL WATER(1000ML)'})",frozenset({'CAFFE LATTE'}),0.28,9.353202863961815
111,"frozenset({'BERRY BLAST', 'VEG. CLUB WRAP', 'CALCUTTA MINT'})",0.00011431510959961133,"[OrderedStatistic(items_base=frozenset({'BERRY BLAST', 'VEG. CLUB WRAP'}), items_add=frozenset({'CALCUTTA MINT'}), confidence=0.25806451612903225, lift=5.461104012017519), OrderedStatistic(items_base=frozenset({'VEG. CLUB WRAP', 'CALCUTTA MINT'}), items_add=frozenset({'BERRY BLAST'}), confidence=0.27586206896551724, lift=9.505356627446986)]","frozenset({'BERRY BLAST', 'VEG. CLUB WRAP'})",frozenset({'CALCUTTA MINT'}),0.25806451612903225,5.461104012017519
112,"frozenset({'BERRY BLAST', 'NIRVANA HOOKAH SINGLE', 'COOL CALIFORNICA'})",0.00015718327569946557,"[OrderedStatistic(items_base=frozenset({'NIRVANA HOOKAH SINGLE', 'COOL CALIFORNICA'}), items_add=frozenset({'BERRY BLAST'}), confidence=0.2619047619047619, lift=9.024430845701156)]","frozenset({'NIRVANA HOOKAH SINGLE', 'COOL CALIFORNICA'})",frozenset({'BERRY BLAST'}),0.2619047619047619,9.024430845701156
113,"frozenset({'BERRY BLAST', 'ORANGE ARRABIATA', 'COOL CALIFORNICA'})",0.00010002572089965992,"[OrderedStatistic(items_base=frozenset({'ORANGE ARRABIATA', 'COOL CALIFORNICA'}), items_add=frozenset({'BERRY BLAST'}), confidence=0.411764705882353, lift=14.188142613027487)]","frozenset({'ORANGE ARRABIATA', 'COOL CALIFORNICA'})",frozenset({'BERRY BLAST'}),0.411764705882353,14.188142613027487
114,"frozenset({'BERRY BLAST', 'MAGGI NDL ARRABIATA', 'SAMBUCA'})",0.00020005144179931984,"[OrderedStatistic(items_base=frozenset({'BERRY BLAST', 'MAGGI NDL ARRABIATA'}), items_add=frozenset({'SAMBUCA'}), confidence=0.28571428571428575, lift=4.520655017602792)]","frozenset({'BERRY BLAST', 'MAGGI NDL ARRABIATA'})",frozenset({'SAMBUCA'}),0.28571428571428575,4.520655017602792
